Name,Text,TextJa
"^outboundWebLinks( [start, list-item-prefix, list-item-suffix, end, type] )^","^^outboundWebLinks( [""start"", ""list-item-prefix"", ""list-item-suffix"", ""end"", ""type""] )^^\nreturns an unordered list, of all the web (i.e. external) links from the current note.\nThe optional arguments allow you to format the group of links as an HTML list or table in the exact format you want, where start is text that will be inserted before all of the links, end is text that will be inserted after all of the links, list-item-prefix is text that will be inserted before each link, and list-item-suffix is text that will be inserted after each link. The type argument restricts the scope of link inclusion and is discussed separately below. See more on altering list type or other HTML output.\nIf the optional start, list-item-prefix, list-item-suffix, end arguments are omitted then the default values of &lt;ul&gt;, &lt;li&gt;, &lt;/li&gt;, &lt;/ul&gt; are used.\nThe optional fifth argument, type, lets you restrict exported lists to specific link types, as in the named types seen in the TBX's Link Types palette. type my be omitted but if you do wish to use it, the preceding 4 arguments must all be specified. For example:\n	^^outboundWebLinks(""&lt;ul>"",""&lt;li>"",""&lt;/li>"",""&lt;/ul>"",""example"")^^ \nwill list only inbound links of type ""example"". As the type argument is a regular expression, besides specifying a particular link type name, you can specify wildcard characters or lists of eligible link types, etc.\n	 ^^outboundWebLinks(""&lt;ul>"",""&lt;li>"",""&lt;/li>"",""&lt;/ul>"",""(example|untitled)"")^^ \nwill list links of the types ""untitled"" and ""example"".\nAlso see ^^outboundBasicLinks^^, ^^outboundTextLinks^^. For self evident reasons, there is no inbound equivalent of this code.\nThis code exports CSS class and target based on their underlying Tinderbox link values, assuming these are actually completed; the link type value is not picked up as a class name.\nNew item objects source and destination may be used to indicate from where data used within the arguments is drawn.\nThe text anchor is the note anchor text; previously it was the document name).\n^^outboundWebLinks^^ always uses on the original note, even when this is an alias.\nThe export is relative to current rather than this, facilitating work with included files.\nFrom v11.0.0, the operator's list output omits notes that are not exported.","^^outboundWebLinks( [""開始"", ""リスト項目プレフィックス"", ""リスト項目サフィックス"", ""終了"", ""タイプ""] )^^\n現在のメモからのすべての Web (つまり外部) リンクの順序なしリストを返します。\nオプションの引数を使用すると、リンクのグループを希望どおりの形式の HTML リストまたはテーブルとして書式設定できます。start はすべてのリンクの前に挿入されるテキスト、end はすべてのリンクの後に挿入されるテキスト、list-item-prefix は各リンクの前に挿入されるテキスト、list-item-suffix は各リンクの後に挿入されるテキストです。type 引数は、リンクを含める範囲を制限します。これについては、以下で個別に説明します。リスト タイプまたはその他の HTML 出力の変更の詳細を参照してください。\nオプションの start、list-item-prefix、list-item-suffix、end 引数が省略された場合、デフォルト値の &lt;ul&gt;、&lt;li&gt;、&lt;/li&gt;、&lt;/ul&gt; が使用されます。が使用されています。\nオプションの 5 番目の引数 type を使用すると、TBX のリンク タイプ パレットに表示される名前付きタイプのように、エクスポートされるリストを特定のリンク タイプに制限できます。type は省略できますが、これを使用したい場合は、前述の 4 つの引数をすべて指定する必要があります。たとえば:\n^^outboundWebLinks(""&lt;ul>"",""&lt;li>"",""&lt;/li>"",""&lt;/ul>"",""example"")^^\n「example」タイプのインバウンドリンクのみをリストします。type 引数は正規表現であるため、特定のリンク タイプ名を指定するほかに、ワイルドカード文字や適格なリンク タイプのリストなどを指定できます。\n^^outboundWebLinks(""&lt;ul>"",""&lt;li>"",""&lt;/li>"",""&lt;/ul>"",""(example|untitled)"")^^\n「無題」および「例」タイプのリンクがリストされます。\n^^outboundBasicLinks^^、^^outboundTextLinks^^ も参照してください。自明の理から、このコードに相当するインバウンドコードはありません。\nこのコードは、基礎となる Tinderbox リンク値に基づいて CSS クラスとターゲットをエクスポートします。これらが実際に完了していると仮定します。リンク タイプの値はクラス名として選択されません。\n新しい項目オブジェクトのソースと宛先は、引数内で使用されるデータがどこから取り出されるかを示すために使用できます。\nテキスト アンカーはメモのアンカー テキストです。以前はドキュメント名でした)。\n^^outboundWebLinks^^ は、エイリアスであっても、常に元のノートで使用されます。\nエクスポートはこれではなく現在に相対的なものであるため、含まれているファイルの作業が容易になります。\nv11.0.0 以降、オペレーターのリスト出力では、エクスポートされないメモが省略されます。"
"^paragraphs( [item,] N )^","^^paragraphs( [item,] N )^^\nExports the first N paragraphs of the text of specified item (note). If item is not specified, ^^paragraphs( N )^^ equates to ^^paragraphs( this, N )^^.\nThis method effectively allows insertion of only part of ^^text^^ whilst using the same inline evaluations for mark-up.\nAlternatively, for unevaluated $Text excerpts use ^^value($Text.paragraphs(N))^^. See ^^value^^, String.paragraphs.","^^段落( [項目,] N )^^\n指定された項目 (注) のテキストの最初の N 段落をエクスポートします。item が指定されていない場合、 ^^paragraphs( N )^^ は ^^paragraphs( this, N )^^ と同じになります。\nこの方法では、マークアップに同じインライン評価を使用しながら、^^text^^ の一部のみを挿入することが効果的に許可されます。\nあるいは、未評価の $Text 抜粋の場合は、^^value($Text.paragraphs(N))^^ を使用します。^^value^^、String の段落を参照してください。"
^path[( item )]^,"^^path[( item )]^^\nExports the relative path for this web page's file from the top-level directory you selected for storing HTML files to this file (including the filename). This equates to $Path in HTML-exported name form. Optionally, item may be supplied, such as a note name^^path(some note)^^ or a designator ^^path(original)^^.\nThis note's ^^path^^ is: ""^path^"".\nThis note's ^^path(nextSibling)^^ is: ""^path(nextSibling)^"".\nHow is the (HTML) export directory set?\nThis is done via the Export To button on the Export Inspector.\nWhere is the export directory stored?\nThe folder's path is stored in the &lt;Preferences> part of the TBX's XML and is not accessible via action or export code. It can be (re-)set via the Export Inspector (as above).",^^パス[( アイテム )]^^\nこの Web ページのファイルの相対パスを、HTML ファイルを保存するために選択した最上位ディレクトリからこのファイルにエクスポートします (ファイル名を含む)。これは、HTML でエクスポートされた名前形式の $Path に相当します。オプションで、音符名 ^^path(some note)^^ や指定子 ^^path(original)^^ などの項目を指定できます。\nこのメモの ^^パス^^は「^パス^」です。\nこのノートの ^^path(nextSibling)^^ は、「^path(nextSibling)^」です。\n(HTML) エクスポート ディレクトリはどのように設定されますか?\nこれは、エクスポート インスペクターの [エクスポート先] ボタンを使用して実行します。\nエクスポートディレクトリはどこに保存されますか?\nフォルダーのパスは TBX の XML の <Preferences> 部分に保存されており、アクションやエクスポート コードからはアクセスできません。これは、(上記のように) エクスポート インスペクターを介して (再) 設定できます。
^previousSibling^,^^previousSibling^^\nA simple Boolean test for whether the currently processed note has a previous sibling (N.B. not always the original's previous sibling) and that the sibling is exportable. This is useful for export context where differing output is required when the current note is the first sibling. The test of export state allows for siblings that may exist yet be set to not export: not testing this could otherwise give a false indication that there is more exportable sibling content.\nThis test also solves the problem of testing for siblings when exporting agent aliases or a sibling mix of originals and aliases.\nExample:\n	^^if(^^previousSibling^^)^^… \nThe test is analogous to testing prevSibling or firstSibling in an action code context.,^^前兄弟^^\n現在処理されているノートに前の兄弟 (注意: オリジナルの前の兄弟であるとは限りません) があり、その兄弟がエクスポート可能であるかどうかの単純なブール テスト。これは、現在のノートが最初の兄弟である場合に異なる出力が必要なエクスポート コンテキストに役立ちます。エクスポート状態のテストでは、存在する可能性がある兄弟がエクスポートされないように設定されていることが許可されます。これをテストしないと、エクスポート可能な兄弟コンテンツがさらに存在するという誤った指示が与えられる可能性があります。\nこのテストは、エージェントのエイリアスまたはオリジナルとエイリアスの兄弟混合をエクスポートする際の兄弟のテストの問題も解決します。\n例:\n^^if(^^前の兄弟^^)^^…\nこのテストは、アクション コード コンテキストでの prevSibling または firstSibling のテストに似ています。
^randomChildOf( item )^,"^^randomChildOf( item, template )^^\nIncludes an export of a random child of the specified item or note through its default/specified template.\nInternally, the randomChild item object may be used.","^^randomChildOf( アイテム, テンプレート )^^\nデフォルト/指定されたテンプレートを使用した、指定された項目またはメモのランダムな子のエクスポートが含まれます。\n内部的には、randomChild item オブジェクトが使用される場合があります。"
^randomLine( item )^,"^^randomLine( item )^^\nScans the text of a designated item or note (or, if no argument is supplied, the current note). The text is split at paragraph breaks (e.g. carriage returns), and one line (i.e. paragraph) is chosen at random.\nHere is a random line from note ""Specimen text for test"":-\n^randomLine(Specimen text for test)^",^^ランダムライン(アイテム)^^\n指定された項目またはメモ (または、引数が指定されていない場合は、現在のメモ) のテキストをスキャンします。テキストは段落区切り（改行など）で分割され、1 行（つまり段落）がランダムに選択されます。\nこれはメモ「テスト用のサンプルテキスト」からのランダムな行です:-\n^randomLine(テスト用サンプルテキスト)^
^root^,"^^root^^\nReturns the relative path from the current notes's exported file to the directory that contains the cover page. The relative paths generated will still work during internal preview (i.e. without any export being generated).\nWhen concatenating ^^root^^ with a path, do not add a trailing (folder) slash as this is created as part of the ^^root^^ output. Thus use:\n	^^root^^images/icon.gif \n…and not…\n	^^root^^/images/icon.gif WRONG!\nNote that this is not necessarily the same as ^^root(this)^^, used in the case where a note (this) is embedded inside another note that is included in a page. \nThe ^^root^^ of this file's source note is: ^root^ (see your web browser's URL bar to see how this resolves in overall URL terms.).\nFor additional finer control of relative path calculation, consider use of ^^setRoot()^^.",サイトのルートディレクトリへの相対パスを書き出します。画像やCSSへのパス指定に便利です。
"^sectionCloud( [item, count] )^","^^sectionCloud( [item, count] )^^\nThis provides an HTML interface to the information displayed in the Get Info dialog's words tab. In this case the scope is 'section' (parent as indicated by item). It displays the 100 most common words in the note, omitting stop words (there may be fewer words if there are fewer valid words in scope). The words are wrapped in  tags to permit the most common words to be displayed in a larger font; the tags used may be customised through the new attributes HTMLCloud1Start/End, HTMLCloud2Start/End, etc.\nAliases are treated correctly—originally, aliases were ignored.\n^^sectionCloud^^ takes two optional arguments:\n* item. This refers to a specific note by name, path, or by an object keyword such as parent.\n* count. This specifies the maximum number of common words to be displayed.\nExamples:\n	^^sectionCloud^^ \n	^^ sectionCloud(this,60)^^ \n	^^ sectionCloud(/this/that/other/note)^^ \n	^^ sectionCloud(Interesting Note, 40)^^ \nSee also ^^cloud^^, ^^documentCloud^^","^^sectionCloud( [項目, 数] )^^\nこれにより、「情報を見る」ダイアログの「単語」タブに表示される情報への HTML インターフェイスが提供されます。この場合、スコープは「セクション」(項目で示される親) です。メモ内の最も一般的な 100 個の単語が表示され、ストップ ワードは省略されます (範囲内の有効な単語が少ない場合は、単語の数が少なくなる可能性があります)。最も一般的な単語を大きなフォントで表示できるように、単語はタグで囲まれています。使用されるタグは、新しい属性 HTMLCloud1Start/End、HTMLCloud2Start/End などを使用してカスタマイズできます。\nエイリアスは正しく処理されます。当初、エイリアスは無視されていました。\n^^sectionCloud^^ は 2 つのオプションの引数を取ります。\n*項目。これは、名前、パス、または親などのオブジェクト キーワードによって特定のメモを参照します。\n* 数えます。表示する一般的な単語の最大数を指定します。\n例:\n^^セクションクラウド^^\n^^セクションCloud(this,60)^^\n^^セクションクラウド(/this/that/other/note)^^\n^^セクションクラウド(興味深いメモ、40)^^\n「^^クラウド^^」、「^^ドキュメントクラウド^^」も参照してください。"
^sectionNumber( item )^,"^^sectionNumber( item )^^\nThe hierarchical number of the item (note) based on the present hierarchy and outline sort order (i.e. it changes if the source Tinderbox file layout is altered); a number such as 1.3.2 is the second grandchild of the third child of the first top level note. It is the $SiblingOrder number of each ancestor joined by periods.\nIf item is omitted, e.g. used as ^^sectionNumber^^, the number exported is that of the current note and is equivalent to ^^sectionNumber(this)^^\nIf trying to do calculations based on this data, bear in mind that adornments, although not shown outside Map view, number as the last sibling in the level on whose Map they appear.\nThe ^^sectionNumber^^ of this page's source note is: ""^sectionNumber(this)^"".\nOr use ^^value(if($OutlineDepth >1){collect(ancestor,$SiblingOrder).reverse.format(""."")+"".""+$SiblingOrder;}else{$SiblingOrder};)^^ giving: ^value(if($OutlineDepth >1){collect(ancestor,$SiblingOrder).reverse.format(""."")+"".""+$SiblingOrder;}else{$SiblingOrder};)^","^^セクション番号(項目)^^\n現在の階層とアウトラインの並べ替え順序に基づいたアイテムの階層番号 (メモ) (つまり、ソース Tinderbox ファイルのレイアウトが変更されると変更されます)。1.3.2 などの数値は、最初の最上位ノートの 3 番目の子の 2 番目の孫です。これは、各祖先の $SiblingOrder 番号をピリオドで結合したものです。\n項目が省略された場合、例:^^sectionNumber^^ として使用され、エクスポートされる番号は現在のノートの番号であり、^^sectionNumber(this)^^ と同等です。\nこのデータに基づいて計算を実行しようとする場合、装飾品は、マップ ビューの外には表示されませんが、マップ上に表示されるレベルの最後の兄弟として番号が付けられることに留意してください。\nこのページのソース ノートの ^^sectionNumber^^ は、「^sectionNumber(this)^」です。\nまたは、^^value(if($OutlineDepth >1){collect(ancestor,$SiblingOrder).reverse.format(""."")+"".""+$SiblingOrder;}else{$SiblingOrder};)^^ を使用して、次のようにします: ^value(if($OutlineDepth)>1){collect(ancestor,$SiblingOrder).reverse.format(""."")+"".""+$SiblingOrder;}else{$SiblingOrder};)^"
^setRoot( [newRoot] )^,"^^setRoot( [newRoot] )^^\nThe ^^root^^ code (see) normally exports the relative path from a note to the top level of the Tinderbox document. This is valuable for defining relative paths, especially in macros. But in some cases you may want a relative path in one page (an HTML page, say) and an absolute link in another (an RSS feed, where relative links may be forbidden).\nThus, the export element \n	^^setRoot(newRoot)^^\ntells Tinderbox to use its first argument (newRoot) as the value of ^^root^^ until either\n	• another ^^setRoot^^ is found.\n	• the current file being exported is complete.\nTo restore relative URLs, use ^^setRoot()^^ with no arguments.\nFor example:\n	^^setRoot(https://example.com/)^^ \nUsing ^^setRoot()^^ to set the logical host or root path for a page affects not only ^^root^^ but also ^^url^^, ^^childLinks^^, and ^^basicLinks^^.",^^setRoot( [newRoot] )^^\n^^root^^ コード (参照) は通常、メモから Tinderbox ドキュメントの最上位への相対パスをエクスポートします。これは、特にマクロで相対パスを定義する場合に役立ちます。ただし、場合によっては、あるページ (HTML ページなど) では相対パスを使用し、別のページ (相対リンクが禁止されている RSS フィードなど) では絶対リンクが必要になる場合があります。\nしたがって、export 要素は\n^^setRoot(newRoot)^^\n次のいずれかになるまで、最初の引数 (newRoot) を ^^root^^ の値として使用するように Tinderbox に指示します。\n• 別の ^^setRoot^^ が見つかりました。\n• エクスポート中の現在のファイルが完了しました。\n相対 URL を復元するには、引数なしで ^^setRoot()^^ を使用します。\nたとえば:\n^^setRoot(https://example.com/)^^\n^^setRoot()^^ を使用してページの論理ホストまたはルート パスを設定すると、^^root^^ だけでなく、^^url^^、^^childLinks^^、および ^^basicLinks^^ にも影響します。
"^siblings( [start, list-item-prefix, list-item-suffix, end] )^","^^siblings( [""start"", ""list-item-prefix"", ""list-item-suffix"", ""end""] )^^\nreturns links to all the siblings of this note, i.e. the other children of the note's parent. Output is formatted in a single line, with colons between the elements.\nIf the optional start, list-item-prefix, list-item-suffix, end arguments are omitted then the default values of &lt;ul&gt;, &lt;li&gt;, &lt;/li&gt;, &lt;/ul&gt; are used. See more on altering list type or other HTML output.\nThis allows you to format the group of links as an HTML list or table in the exact format you want, where ""start"" is text that will be inserted before all of the links, ""end"" is text that will be inserted after all of the links, ""list-item-prefix"" is text that will be inserted before each link, and ""list-item-suffix"" is text that will be inserted after each link.\nThe $HTMLDontExport settings of siblings are respected.\nMark-up elements embedded in ^^siblings^^ are evaluated.\nExported links use the CSS class and target based on their underlying Tinderbox link values, if one is specified; the link type value is not picked up as a class name.\nItem objects source and destination may be used in expressions to indicate from where data used within the expression's arguments is drawn.\nThe export is relative to current rather than this, facilitating work with included files.\nFrom v11.0.0, the operator's list output omits notes that are not exported.","^^siblings( [""開始"", ""リスト項目プレフィックス"", ""リスト項目サフィックス"", ""終了""] )^^\nこのノートのすべての兄弟、つまりノートの親の他の子へのリンクを返します。出力は要素間にコロンを入れて 1 行でフォーマットされます。\nオプションの start、list-item-prefix、list-item-suffix、end 引数が省略された場合、デフォルト値の &lt;ul&gt;、&lt;li&gt;、&lt;/li&gt;、&lt;/ul&gt; が使用されます。が使用されています。リスト タイプまたはその他の HTML 出力の変更の詳細を参照してください。\nこれにより、リンクのグループを希望どおりの形式の HTML リストまたはテーブルとして書式設定できます。「start」はすべてのリンクの前に挿入されるテキスト、「end」はすべてのリンクの後に挿入されるテキスト、「list-item-prefix」は各リンクの前に挿入されるテキスト、「list-item-suffix」は各リンクの後に挿入されるテキストです。\n兄弟の $HTMLDontExport 設定が尊重されます。\n^^siblings^^ に埋め込まれたマークアップ要素が評価されます。\nエクスポートされたリンクは、基になる Tinderbox リンク値 (指定されている場合) に基づいて CSS クラスとターゲットを使用します。リンク タイプの値はクラス名として選択されません。\n項目オブジェクトのソースと宛先を式で使用して、式の引数内で使用されるデータがどこから抽出されるかを示すことができます。\nエクスポートはこれではなく現在に相対的なものであるため、含まれているファイルの作業が容易になります。\nv11.0.0 以降、オペレーターのリスト出力では、エクスポートされないメモが省略されます。"
"^similarTo( item, count[, start, list-item-prefix, list-item-suffix, end] )^","^^similarTo( ""item"", count[, ""start"", ""list-item-prefix"", ""list-item-suffix"", ""end""] )^^\nThe HTML Export element ^^similarTo^^ locates notes that appear similar to a given note.\nThe query will find up to count notes, but may find fewer, and exports a list of notes it finds. The count argument is not evaluated so must be stated as a value and not an expression.\nBasic form, returning links to the 10 most similar notes:\n	^^similarTo(""this"",10)^^ \nThe longer form is only needed if it is desired to use non-default list HTML mark-up or include extra per-item captioning. If one of the option input is specified, all the others must also be, even if only as the default value(s).\nIf the optional start, list-item-prefix, list-item-suffix, end arguments are omitted then the default values of &lt;ul&gt;, &lt;li&gt;, &lt;/li&gt;, &lt;/ul&gt; are used. See more on altering list type or other HTML output.\nThe code must be used in $Text or directly in a template. If used in a code include to a template, the links generated will have incorrect relative paths.\nSimilarity is based on several factors, including:\n* the text of the note\n* the note title\n* any text contained in user attributes\nIn addition, weighting is applied for:\n* notes having the same prototype\n* notes having roughly similar amounts of text\nThe results are based on the same logic as the similar tab of the Get Info dialog. The same matching is also available as an action similarTo().\nNew item objects source and destination may be used with list/item inputs to indicate from where data used within such inputs are drawn.\nThe export is relative to current rather than this, facilitating work with included files.\nFrom v11.0.0, the operator's list output omits notes that are not exported.","^^similarTo( ""item"", count[, ""start"", ""list-item-prefix"", ""list-item-suffix"", ""end""] )^^\nHTML エクスポート要素 ^^similarTo^^ は、特定のメモに似ているメモを見つけます。\nクエリは最大 count 個のノートを検索しますが、それよりも少ない数のノートが見つかる可能性があり、見つかったノートのリストをエクスポートします。count 引数は評価されないため、式ではなく値として指定する必要があります。\n基本的な形式。最も類似した 10 件のメモへのリンクを返します。\n^^similarTo(""this"",10)^^\n長い形式は、デフォルト以外のリスト HTML マークアップを使用する場合、または追加の項目ごとのキャプションを含める場合にのみ必要です。オプション入力の 1 つが指定されている場合は、たとえデフォルト値としてのみであっても、他のすべても指定する必要があります。\nオプションの start、list-item-prefix、list-item-suffix、end 引数が省略された場合、デフォルト値の &lt;ul&gt;、&lt;li&gt;、&lt;/li&gt;、&lt;/ul&gt; が使用されます。が使用されています。リスト タイプまたはその他の HTML 出力の変更の詳細を参照してください。\nコードは $Text 内で使用するか、テンプレート内で直接使用する必要があります。テンプレートへのコード インクルードで使用すると、生成されたリンクの相対パスが正しくなくなります。\n類似性は、次のようないくつかの要因に基づいています。\n* メモのテキスト\n* ノートのタイトル\n* ユーザー属性に含まれる任意のテキスト\nさらに、重み付けは以下に適用されます。\n* 同じプロトタイプを持つノート\n* ほぼ同じ量のテキストを含むメモ\n結果は、「情報を見る」ダイアログの同様のタブと同じロジックに基づいています。同じマッチングは、similarTo() アクションとしても使用できます。\n新しい項目オブジェクトのソースと宛先をリスト/項目入力とともに使用して、そのような入力内で使用されるデータがどこから抽出されるかを示すことができます。\nエクスポートはこれではなく現在に相対的なものであるため、含まれているファイルの作業が容易になります。\nv11.0.0 以降、オペレーターのリスト出力では、エクスポートされないメモが省略されます。"
"^text( [item, N, plain] )^","^^text( [item][, N] [, plain])^^\nThe body (text and graphics) of the item or note, i.e. includes any existing mark-up. If a note name is not specified, 'this' is assumed as the focus. The parentheses my be omitted if no arguments are supplied.\n^^text^^ exports the current note\n^^text(this)^^ exports the current note\n^^text(/Tasks/Task1)^^ exports the $Text of note at path '/Tasks/Task1'\n^^text(""Task2"")^^ exports the $Text of note 'Task2'\nItem can also be a string attribute holding a path or title of a note. Thus if $MyString has the value ""Task2""\n^^text($MyString"")^^ exports the $Text of note 'Task2'\nIf the note only contains an image, the image's tag () is exported.\nAlternative usages…\nN words of $Text\nThe first N words of the text of the item or note, where N is a number (N.B. item must be specified too). Here the first 5 words of the current note's HTML-rendered $Text are inserted:\n^^text(this, 5)^^ \nAlternatively, the first N words of the text of the item or note, without added HTML mark-up and where N is a number (again note that item must be supplied). Here the first 10 words of the current note's un-rendered $Text are inserted:\n^^text(this, 10, plain )^^ \nPlain text export\nIf no HTML text mark-up is required. This inserts the $Text of the current note without any added HTML mark-up codes\n^^text(this, plain )^^ \nN.B. The 'plain' option is still subject to the effects of $HTMLQuoteHTML and $HTMLMarkupText. For instance, if the latter is true, then the phrase ""This & that."" will get exported as ""This &amp;amp; that."" which might not be as intended, e.g. if exporting via runCommand(). \nAlternatively, to get the text of the note, totally untouched by other processes (such as $HTMLQuoteHTML), use ^^value($Text)^^ which is effectively the same as ^^text(this, plain)^^.",ノートの本文（$Text）を書き出します。特定の段落数(N)のみや、プレーンテキストとしての出力も可能です。
^title( [item] )^,"^^title( [item] )^^\nThe title of the item or the current note if not specified note. The value is the same as the Name attribute, but using HTML entities where appropriate (see below for plain text export). The parentheses my be omitted if no arguments are supplied.\nThe ^^title^^ of this page is: ""^title^"".\nThe ^^title^^ of note ""Conditional Mark-up"" (using code ^^title(""Conditional Mark-up"")^^) is: ""^title(Conditional Mark-up)^"".\nExport and HTML entities\nTo avoid the use of HTML entities when exporting a note's title use the ^^value()^^ code:\n^^value($Name)^^ \nwhich for this note renders as: ""^value($Name)^"".",ノートのタイトル（$Name）を書き出します。HTMLエンティティが適切に処理されます。
^url( item )^,"^^url( item )^^\nThe relative URL of the exported HTML web page for the item. The URL of an alias to a note is the URL attribute of that note's original. It is effectively ^^host^^ + ^^path^^ + ^^file(note)^^.\nDo not confuse this with ^^value(URL)^^ which will return the content of the note's URL field.\n^^url(this)^^ will return the relative path from the current page to the page the included note creates when it is exported. If the note is not exported, but only appears on included pages, ^^url(this)^^ is undefined.\nAs ^^url()^^ only supplies the 'href' argument value for an HTML link, if you want to customise your link, e.g. by setting a CSS class argument, you can do that in the template rather than needing to do so in the TB code itself.\n^^url(this)^^ gives a relative path from the current page to the note; by comparison, ^^path(this) gives the path from the top level of the site to the note. Thus:\n	^^url(BorderBevel)^^ gives: ""^url(BorderBevel)^"". \n	^^path(BorderBevel)^^ gives: ""^path(BorderBevel)^"". \n	^^url(this)^^ gives: ""^url(this)^"".\n	^^path(this)^^ gives: ""^path(this)^"".\nTo make a deliberate 'manual' HTML link to another note see ^^linkTo()^^.\nFrom v11.0.0, the operator's list output omits notes that are not exported.",エクスポートされるHTMLページへの相対URLを書き出します。
^value(expression)^,"^^value(expression)^^\nThe argument to ^^value^^ is an expression, a value that could be assigned to an attribute. ^^value^^ evaluates the expression and exports the result, as a string (some data types may also require the format() operator too). This allows manipulations for export use without needing to, for instance, hold the value in a user attribute first. \n^^value^^ is a more flexible replacement version of the deprecated codes ^^get^^ and ^^getFor^^ but which still allows the called attribute's value to be manipulated. For example:\n	^^value($Width)^^ \nexports the width of the current note. To export that attribute value for a different note (than in current scope) use action code style offset addressing. So, to call the value of $Width for ""Some Other Note"" rather than from the currently-processed note, use:\n	^^value($Width(""Some Other Note""))^^ \n Examples\nNumber-type data:\n	^^value(sqrt($Width))^^ gives: ""^value(sqrt($Width))^"".\n	^^value(sqrt($Width).format(2))^^ gives: ""^value(sqrt($Width).format(2))^"".\nString-type data:\n	^^value(""$Name: ""+$Name(parent))^^ gives: ""^value(""$Name: ""+$Name(parent))^"".\n	^^value($Name(parent)+"":""+$Name)^^ gives: ""^value($Name(parent)+"":""+$Name)^"".\nNote that ^^value($Text)^^ equates to ^^text(plain)^^.\nColor-type data:\n	^^value($AccentColor)^^ gives: ""^value($AccentColor)^"".\n	^^value(format($AccentColor))^^ gives: ""^value(format($AccentColor))^"".\n	^^value($AccentColor.format())^^ gives: ""^value($AccentColor.format())^"".\nDate-type data:\n	^^value($Created)^^ gives: ""^value($Created)^"".\n	^^value(format($Created,""l h:mm""))^^ gives: ""^value(format($Created,""l h:mm""))^"".\n	^^value($Created.format(""l h:mm""))^^ gives: ""^value($Created.format(""l h:mm""))^"".\n	^^value(format($Created,""l""))^^ gives: ""^value(format($Created,""l""))^"".\n	^^value($Created.format(""l""))^^ gives: ""^value($Created.format(""l""))^"".\n	^^value(format($Created,""*""))^^ gives: ""^value(format($Created,""*""))^"".\n	^^value($Created.format(""*""))^^ gives: ""^value($Created.format(""*""))^"".\nN.B. Unformatted Date-type data returns the host OS' local ""short date"" format plus time (in hh:mm form). For the aTbRef author's UK-locale OS that equates to a format string of ""l h:mm"" but it may vary for other OS locales. However, a date format string must be given if format() is used, whilst .format() at least gives some output:\n	^^value(format($Created))^^ gives: ""^value(format($Created))^"" (no date format string supplied!).\n	^^value($Created.format())^^ gives: ""^value($Created.format())^"" (no date format string supplied!).\nSee also ^^action ( action )^^ usage which allows action code to be run during export.\nAnother useful aspect of ^^value^^ is that it gives access during export  to 'raw' attribute data without any process. That is why there is the reference above to some data types needing use of format(). The upside of this raw state is attributes like HTMLMarkupText and HTMLQuoteHTML have no effect; unlike older versions non-ASCII are not encoded. If using the HTML Export process to generate/export formats other than HTML or if accessing the command line it is often necessary to use different forms of escaping. These different outputs can be achieved by using the action code formatting operators within the ^^value()^^ call. For exporting $Text, in HTML format, ^^text^^ will give a better result but for other export formats ^^value($Text)^^ may suffice.\nPassing variables into export code\n^^value()^^ can be used, within the context a single template, to insert a var() variable declared within an ^^action()^^ code. Note that the variable must be declared before use, i.e. before as in reading template code top to bottom.\nReplacing deprecated export codes\n^^value()^^ replaces both the deprecated ^^get()^^ and ^^getFor()^^ codes. ^^get()^^ maps to ^^value($SomeAttribute)^^ and ^^getFor()^^ maps to offset use ^^value($SomeAttribute(""Some Other Note))^^. If existing documents use the older codes they will work for the present but it is highly recommended updating them to use ^^value()^^ instead.",指定した式を評価して、その結果を文字列として書き出します。属性の値や、計算結果、連結された文字列などを出力する際に使用します。
^version^,"^^version^^\nThe version number of Tinderbox used to create this web page. The number is exported as a string without a prefix, i.e. ""4.6.0"" not ""v4.6.0"".\nNote that this data cannot be retrieved using action code.\nThe ^^version^^ for this file is: ""^version^"".",^^バージョン^^\nこの Web ページの作成に使用された Tinderbox のバージョン番号。番号はプレフィックスのない文字列としてエクスポートされます。つまり、「v4.6.0」ではなく「4.6.0」です。\nこのデータはアクション コードを使用して取得できないことに注意してください。\nこのファイルの ^^バージョン^^は「^バージョン^」です。
